0,1,2,3
Apna Dhaba,Butter Tawa Fulka,₹25.00,Tawa Roti With Butter Is A Type Of Indian Flatbread Fried Crisp On ... read more
Apna Dhaba,Gujarat Ka Swad 8 Cp,₹325.00,Bhindi Fry + Methi Alo + Khatti Mithi Dal + 1 Methi Roti ... read more
Apna Dhaba,Punjabi Tadka Thali 8 CP,₹325.00,Dal Tadka Makhani + Punjabi Alu Dam + Punjabi Choole + Jeera Rice ... read more
Apna Dhaba,Tandoori Chaap,₹190.00,12 To 15 Pcs + Chatni Mint This Tandoori Soya Chaap Is A ... read more
Apna Dhaba,Bhojan Thali,₹165.00,"Jeera Alu , Dal, Raita , Papad Katran , 2 Tandoori Roti , ... read more"
Apna Dhaba,Chef Special Apna Dhaba,₹175.00,250 Ml Mshroom Tikka Masala + 3 Ghee Fulka + Sweet Of Day ... read more
Apna Dhaba,Chola Kulcha Cheese,₹212.50,Pindi Choole 250 Ml + 1 Cheese Kulcha + Onion + Chatni
Apna Dhaba,Chola Kulcha Paneer,₹200.00,Pindi Choole 250 Ml + 1 Paneer Kulcha + Onion + Chatni
Apna Dhaba,Chola Kulcha Plain,₹110.00,Pindi Choole 250 Ml + 2 Plan Kulcha + Onion + Chatni
Apna Dhaba,Chola Naan Cheese,₹210.00,Pindi Choole 250 Ml + 1 Cheese Naan + Onion + Chatni
Apna Dhaba,Chola Naan Paneer,₹200.00,Pindi Choole 250 Ml + 1 Paneer Naan + Onion + Chatni
Apna Dhaba,Chola Naan Plain,₹150.00,Pindi Choole 250 Ml + 2 Naan + Onion + Chatni
Apna Dhaba,Chola Rice,₹125.00,Choole + Rice + Onion + Chatni [ 3 Cp Plate]
Apna Dhaba,Dal Makhani Tawa Paratha,₹125.00,Dal Makhani  + 2 Tawa Paratha + Onion +Chatni
Apna Dhaba,Dal Makhani With Chur Chur Naan,₹225.00,"Dal Makhani + 1 Chur Chur Naan +Chatni + Onion, Butter Milk"
Apna Dhaba,Delhi Soya Chaap Combo,₹137.50,250 Ml Tawa Chaap Grvy + 1 Butter Naan + Onoin + Chatni ... read more
Apna Dhaba,Delux Punjabi Thali 8 CP,₹260.00,"Chana Masala ,Paneer Butter Masala , Dal Makhani,Raita, Papad Tukdi , 1 Tandoori ... read more"
Apna Dhaba,Ghar Ka Swad,₹125.00,250 Ml Palak Dal + 3 Butter Fulka + Onion + Chatni
Apna Dhaba,Gujarat Ka Swad 8 Cp,₹325.00,Bhindi Fry + Methi Alo + Khatti Mithi Dal + 1 Methi Roti ... read more
Apna Dhaba,Indori Tadka,₹125.00,250 Ml Sev Bhaji + 3 Butter Fulka +   Onion + ... read more
Apna Dhaba,Jain Thali 8 Cp,₹349.50,Dal Fry + Matar Masala + Malai Kofta + Paneer Pulav + Bundi ... read more
Apna Dhaba,Jalwa Spice More Combo,₹137.50,250 Ml Veg Grvy + 2 Red Chili Parata + Onoin + Chatni ... read more
Apna Dhaba,Maa Loves Thali 5 Cp,₹115.00,"Jeera Alu , Dal, 2 Ghee Fulka , Rice , Achar,Onion"
Apna Dhaba,Paneer Gravy With Phulka,₹225.00,"250 Ml Paneer Butter Masala + 3 Phulka Butter , Chatni ,Onion, 1 ... read more"
Apna Dhaba,Paneer Gravy With Stuffed Naan,₹250.00,"250 Ml Paneer Butter Masala + 1 Stuffed Naan , Chatni ,Onion, 1 ... read more"
Apna Dhaba,Punjabi Dal Makhani Combo,₹175.00,250 Ml Grvy + 3 Butter Fulka + Onion + Chatni + Lassi ... read more
Apna Dhaba,Punjabi Tadka Thali 8 CP,₹325.00,Dal Tadka Makhani + Punjabi Alu Dam + Punjabi Choole + Jeera Rice ... read more
Apna Dhaba,Rajma Rice,₹125.00,Rajma + Rice + Onion + Chatni [ 3 Cp Plate ]
Apna Dhaba,Spl. Thali,₹165.00,"Jeera Alu, Chana Masala , Dal , 3 Butter Fulka , Rice , ... read more"
Apna Dhaba,Veg Kolapuri With Tawa Phulka,₹225.00,"250 Ml Veg Kolahpuri , 3 Butter Phulka , Chatni , Onion , ... read more"
Apna Dhaba,Vip Thali.,₹230.00,"Mix Veg ,Paneer Butter Masala , Dal Makhani ,Raita, Papad Tukdi , 2 ... read more"
Apna Dhaba,Butter Paneer Masala [Jain],₹200.00,450 Ml Gravy Sabji
Apna Dhaba,Dal Makhani [Jain],₹200.00,450 Ml Gravy Dal
Apna Dhaba,Dal Yellow [Jain],₹200.00,450 Ml Gravy Dal
Apna Dhaba,Handi Biryani Jain,₹300.00,500 Gram
Apna Dhaba,Jeera Rice,₹175.00,500 Gram
Apna Dhaba,Kaju Masala [Jain],₹275.00,450 Ml Gravy Sabji.  Kaju Curry Is A Restaurant Style Delicious Recipe ... read more
Apna Dhaba,Kaju Paneer Masala [Jain],₹250.00,450 Ml Gravy Sabji.  Kaju Curry Is A Restaurant Style Delicious Recipe ... read more
Apna Dhaba,Paneer Lababdar [Jain],₹225.00,450 Ml Gravy Sabji
Apna Dhaba,Paneer Makhana [Jain],₹225.00,450 Ml Gravy Sabji
Apna Dhaba,Veg Biryani Basmati Rice,₹225.00,500 Gram
Apna Dhaba,Veg Handi,₹225.00,450 Ml Gravy Sabji
Apna Dhaba,Veg Kolhapuri [Jain],₹225.00,450 Ml Gravy Sabji
Apna Dhaba,Veg Mix,₹225.00,450 Ml Gravy Sabji
Apna Dhaba,Veg Mix Dryfruit Hindi,₹275.00,450 Ml Gravy Sabji
Apna Dhaba,Aloo Cheese Paratha,₹100.00,100 Ml Curd And 50 Ml Mint Chatni 10 Grm Mix Achar
Apna Dhaba,Aloo Gobhi Paratha,₹67.50,100 Ml Curd And 50 Ml Mint Chatni 10 Grm Mix Achar
Apna Dhaba,Aloo Matar Paratha,₹75.00,100 Ml Curd And 50 Ml Mint Chatni 10 Grm Mix Achar
Apna Dhaba,Aloo Methi Paratha,₹62.50,100 Ml Curd And 50 Ml Mint Chatni 10 Grm Mix Achar
Apna Dhaba,Aloo Onion Paratha,₹75.00,100 Ml Curd And 50 Ml Mint Chatni 10 Grm Mix Achar
Apna Dhaba,Aloo Paratha,₹62.50,100 Ml Curd And 50 Ml Mint Chatni 10 Grm Mix Achar
Apna Dhaba,Gobhi Paratha,₹65.00,100 Ml Curd And 50 Ml Mint Chatni 10 Grm Mix Achar
Apna Dhaba,Matar Paneer Paratha,₹100.00,100 Ml Curd And 50 Ml Mint Chatni 10 Grm Mix Achar
Apna Dhaba,Onion Paratha,₹65.00,100 Ml Curd And 50 Ml Mint Chatni 10 Grm Mix Achar
Apna Dhaba,Paneer Cheese Garlic Paratha,₹150.00,100 Ml Curd And 50 Ml Mint Chatni 10 Grm Mix Achar
Apna Dhaba,Paneer Garlic Paratha,₹125.00,100 Ml Curd And 50 Ml Mint Chatni 10 Grm Mix Achar
Apna Dhaba,Paneer Paratha,₹100.00,100 Ml Curd And 50 Ml Mint Chatni 10 Grm Mix Achar
Apna Dhaba,Paratha Basket,₹700.00,"1 Alo Paratha , 1 Onion Paratha , 1 Paneer Paratha , 1 ... read more"
Apna Dhaba,Plain Paratha,₹50.00,Only Use Wheet And Butter Prepair Tawa
Apna Dhaba,Soya Chaap Keema Paratha,₹80.00,100 Ml Curd And 50 Ml Mint Chatni 10 Grm Mix Achar
Apna Dhaba,Stuffed Paratha,₹90.00,100 Ml Curd And 50 Ml Mint Chatni 10 Grm Mix Achar
Apna Dhaba,Achari Chaap,₹190.00,12 To 15 Pcs + Chatni Mint  This Dish Is 100% Vegetarian. ... read more
Apna Dhaba,Afgani Chaap,₹220.00,"12 To 15 Pcs + Chatni Mint , Made Out Of Soya Proteins, ... read more"
Apna Dhaba,Afghani Mushroom Tikka,₹245.00,"12 To 15 Pcs + Chatni Mint. Made Out Of Mashroom Vegitable Proteins, ... read more"
Apna Dhaba,Aloo Tikka,₹170.00,12 To 15 Pcs + Chatni Mint Tandoori Aloo Tikka Is Basically Tandoori ... read more
Apna Dhaba,Amritsari Soya Chaap Tikha Khatta,₹200.00,12 To 15 Pcs Mint Chatni
Apna Dhaba,Dahi Ke Sholay,₹222.50,"6 Pcs ,Chatni, Craving Some Crispy Restaurant-Style Dahi Ke Sholey? This Easy-Peasy Recipe ... read more"
Apna Dhaba,French Fry,₹147.50,
Apna Dhaba,Garlic Soya Chaap,₹192.50,12 To 15 Pcs + Chatni Mint
Apna Dhaba,Hariyali Seekh Kebab,₹192.50,8 Pcs Evry Pcs 20 To 25 Grm + Mint Chatni Haryali Seekh ... read more
Apna Dhaba,Kalimirchi Chaap,₹200.00,12 To 15 Pcs + Chatni Mint Black Papper Kali Mirch Chaap Is ... read more
Apna Dhaba,Lemon Chaap,₹190.00,12 To 15 Pcs + Chatni Mint Diet Lemon Chaap Is A Vegetarian ... read more
Apna Dhaba,Malai Chaap,₹220.00,12 To 15 Pcs + Chatni Mint Malai Chaap Is A Dish Which ... read more
Apna Dhaba,Mint Soya Chaap,₹192.50,12 To 15 Pcs + Chatni Mint
Apna Dhaba,Mix Plater,₹475.00,5 Items In Plater Soya Chaap 2 Type + Masroom + Paneer Tikka ... read more
Apna Dhaba,Mushroom Tikka,₹190.00,12 To 15 Pcs + Chatni Mint These Tandoori Mushrooms Are First With ... read more
Apna Dhaba,Paneer Hariyali Tikka,₹220.00,8 Pcs Evry Pcs 20 To 25 Grm + Mint Chatni Your Favourite ... read more
Apna Dhaba,Paneer Kali Mirch,₹220.00,8 Pcs Evry Pcs 20 To 25 Grm + Mint Chatni Black Papper ... read more
Apna Dhaba,Paneer Lemon Tikka,₹227.50,
Apna Dhaba,Paneer Malai,₹250.00,8 Pcs Cream Evry Pcs 20 To 25 Grm + Mint Chatni  ... read more
Apna Dhaba,Paneer Peri Peri Tikka,₹225.00,8 Pcs Evry Pcs 20 To 25 Grm + Mint Chatni This Is ... read more
Apna Dhaba,Paneer Seekh Kebab,₹197.50,8 Pcs Evry Pcs 20 To 25 Grm + Mint Chatni Paneer Seekh ... read more
Apna Dhaba,Paneer Tikka,₹220.00,8 Pcs Evry Pcs 20 To 25 Grm + Mint Chatni Your Favourite ... read more
Apna Dhaba,Papdi Chaap,₹197.50,12 To 15 Pcs + Chatni Mint This Tandoori Soya Chaap Is A ... read more
Apna Dhaba,Peri Peri Soya Chaap,₹192.50,12 To 15 Pcs + Chatni Mint
Apna Dhaba,Pudina Chaap,₹200.00,[veg Preparation] 12 To 15 Pcs + Chatni Mint Pudina Chaap Is Made ... read more
Apna Dhaba,Punjabi Soya Chaap,₹192.50,12 To 15 Pcs + Chatni Mint
Apna Dhaba,Soya Kurkuri Chaap,₹192.50,12 To 15 Pcs + Tomoto Ketchup
Apna Dhaba,Stuff Aloo,₹197.50,"6 Pcs ,Chatni, Take A ? Cup Of Fresh Curd, Place It In ... read more"
Apna Dhaba,Stuff Chaap,₹245.00,"6 Pcs ,Chatni, Stuffed Chaap Is Made From Soyabean Flour With Stuffing Of ... read more"
Apna Dhaba,Stuff Mushroom,₹245.00,"6 Pcs ,Chatni, These Tandoori Mushrooms Are First Stuffed With A Flavorful Filling ... read more"
Apna Dhaba,Tandoori Chaap,₹190.00,12 To 15 Pcs + Chatni Mint This Tandoori Soya Chaap Is A ... read more
Apna Dhaba,Veg Seekh Kebab,₹195.00,8 Pcs Evry Pcs 20 To 25 Grm + Mint Chatni Veg Seekh ... read more
Apna Dhaba,Baby Corn Manchurian,₹200.00,
Apna Dhaba,Chiili Garlic Noodle,₹175.00,
Apna Dhaba,Chilli Garlic Rice,₹175.00,
Apna Dhaba,Chilli Paneer Dry,₹212.50,
Apna Dhaba,Chilli Paneer Gravy,₹200.00,
Apna Dhaba,Chilli Chaap Manchurian,₹75.00,
Apna Dhaba,Chinese Combo With Hakka Noodle,₹250.00,Hakka Noodle + Gobi Manchuriyan Gravy + Mashroom Manchuriyan Dry
Apna Dhaba,Chinese Combo With Schezwan Noodle,₹250.00,Schezwan Noodle + Chili Paneer Grvy + Dry Baby Corn Manchuriyan
Apna Dhaba,Chinese Combo With Schezwan Rice,₹250.00,Schezwan Rice + Chili Paneer Grvy + Gobhi Manchuriyan Dry
Apna Dhaba,Chinese Combo With Veg Fried Rice,₹250.00,Fride Rice + Gobi Manchuriyan Gravy + Dry Paneer Manchuriyan
Apna Dhaba,Gobhi Manchurian,₹175.00,
Apna Dhaba,Gobi 65,₹200.00,
Apna Dhaba,Golden Fry Baby Corn,₹175.00,
Apna Dhaba,Hakka Noodle,₹150.00,
Apna Dhaba,Honey Chilli Potato,₹200.00,
Apna Dhaba,Malai Chaap Roll,₹200.00,
Apna Dhaba,Masala Chaap Roll,₹200.00,
Apna Dhaba,Mushroom Chilli Manchurian,₹200.00,
Apna Dhaba,Mushroom Kalimirch Manchurian,₹215.00,
Apna Dhaba,Paneer 65,₹250.00,
Apna Dhaba,Paneer Fried Rice,₹175.00,
Apna Dhaba,Paneer Tikka Roll,₹225.00,
Apna Dhaba,Schezwan Noodle,₹175.00,
Apna Dhaba,Schezwan Rice,₹150.00,
Apna Dhaba,Singapori Noodles,₹77.50,
Apna Dhaba,Soya Chaap Fried Rice,₹175.00,
Apna Dhaba,Soya Chaap Kalimirch Manchurian,₹187.50,
Apna Dhaba,Veg Fried Rice,₹150.00,
Apna Dhaba,Veg Manchurian,₹200.00,
Apna Dhaba,Alo Naan,₹75.00,"Whether Plain Or Stuffed, Kulchas Taste Best When Paired With?Amritsari Chole, Chana Masala ... read more"
Apna Dhaba,Aloo Chees Kulcha,₹100.00,"Whether Plain Or Stuffed, Kulchas Taste Best When Paired With?Amritsari Chole, Chana Masala ... read more"
Apna Dhaba,Aloo Chees Naan,₹125.00,"Whether Plain Or Stuffed, Kulchas Taste Best When Paired With?Amritsari Chole, Chana Masala ... read more"
Apna Dhaba,Aloo Kulcha,₹75.00,"Whether Plain Or Stuffed, Kulchas Taste Best When Paired With?Amritsari Chole, Chana Masala ... read more"
Apna Dhaba,Butter Kulcha,₹55.00,"Whether Plain Or Stuffed, Butter,, Kulchas Taste Best When Paired With?Amritsari Chole, Chana ... read more"
Apna Dhaba,Butter Naan,₹60.00,"Whether Plain Or Stuffed, Kulchas Taste Best When Paired With?Amritsari Chole, Chana Masala ... read more"
Apna Dhaba,Butter Tandoori Roti,₹22.50,Tandoori Roti With Butter Are?Unleavened Whole Wheat Flat Breads. Traditionally These Are Made ... read more
Apna Dhaba,Butter Tawa Fulka,₹25.00,Tawa Roti With Butter Is A Type Of Indian Flatbread Fried Crisp On ... read more
Apna Dhaba,Chilli Red Paratha,₹55.00,Laccha Paratha Red Chili Is A Unique Flatbread Which Can Be Made With ... read more
Apna Dhaba,Chur Chur Naan,₹125.00,About Chur Chur Naan Recipe: A Popular Indian Bread That Goes Perfectly Well ... read more
Apna Dhaba,Garlic Naan,₹80.00,"This Traditional Naan Recipe Is Made Up Of The 'Basics,' Including?Flour, Water, Yeast, ... read more"
Apna Dhaba,Chilli Green Paratha,₹55.00,Laccha Paratha Green Chili Is A Unique Flatbread Which Can Be Made With ... read more
Apna Dhaba,Lachha Paratha,₹55.00,Laccha Paratha Is A Unique Flatbread Which Can Be Made With Both?Wheat Flour ... read more
Apna Dhaba,Methi Paratha,₹55.00,Laccha Paratha With Maithi Kastoori Is A Unique Flatbread Which Can Be Made ... read more
Apna Dhaba,Paneer Kulcha,₹125.00,"Whether Plain Or Stuffed, Kulchas Taste Best When Paired With?Amritsari Chole, Chana Masala ... read more"
Apna Dhaba,Paneer Naan,₹125.00,"Whether Plain Or Stuffed, Kulchas Taste Best When Paired With?Amritsari Chole, Chana Masala ... read more"
Apna Dhaba,Plain Kulcha,₹35.00,"Whether Plain Or Stuffed, Kulchas Taste Best When Paired With?Amritsari Chole, Chana Masala ... read more"
Apna Dhaba,Plain Naan,₹50.00,"Whether Plain Or Stuffed, Kulchas Taste Best When Paired With?Amritsari Chole, Chana Masala ... read more"
Apna Dhaba,Plain Tandoori Roti,₹20.00,Tandoori Roti Are?Unleavened Whole Wheat Flat Breads. Traditionally These Are Made In A ... read more
Apna Dhaba,Plain Tawa Fulka,₹22.50,Tawa Roti Is?A Type Of Indian Flatbread Fried Crisp On A Traditional Iron ... read more
Apna Dhaba,Pudina Paratha,₹55.00,Laccha Paratha With Podhina Is A Unique Flatbread Which Can Be Made With ... read more
Apna Dhaba,Basket,₹400.00,"1 Lachcha Paratha , 1 Tandori Roti , 1 Butter Naan , 1 ... read more"
Apna Dhaba,Rumali Roti,₹45.00,
Apna Dhaba,Stuffed Kulcha,₹100.00,Stuffed Vegetable Kulcha Is A Soft And Fluffy Indian Leavened Bread Which Is ... read more
Apna Dhaba,Stuffed Naan,₹95.00,"Whether Plain Or Stuffed, Kulchas Taste Best When Paired With?Amritsari Chole, Chana Masala ... read more"
Apna Dhaba,Chana Masala [250 Ml],₹125.00,
Apna Dhaba,Chana Masala [500 Ml],₹175.00,
Apna Dhaba,Kaju Masala [250 Ml],₹175.00,
Apna Dhaba,Kaju Masala [500 Ml],₹300.00,
Apna Dhaba,Rajma Masala [250 Ml],₹125.00,
Apna Dhaba,Rajma Masala [500 Ml],₹175.00,
Apna Dhaba,Sev Bhaji Masala [250 Ml],₹125.00,
Apna Dhaba,Sev Bhaji Masala [500 Ml],₹200.00,
Apna Dhaba,Stuffed Aloo Masala [500 Ml],₹237.50,
Apna Dhaba,Stuffed Capsicum Masala [500 Ml],₹275.00,
Apna Dhaba,Stuffed Chaap Masala [500 Ml],₹250.00,
Apna Dhaba,Stuffed Cheese Tomato [500 Ml],₹275.00,
Apna Dhaba,Stuffed Mushroom Masala [500 Ml],₹275.00,
Apna Dhaba,Divane Khas [250 Ml],₹150.00,
Apna Dhaba,Divane Khas [500 Ml],₹225.00,
Apna Dhaba,Kadai Paneer [250 Ml],₹125.00,
Apna Dhaba,Kadai Paneer [500 Ml],₹200.00,
Apna Dhaba,Kaju Paneer [250 Ml],₹175.00,
Apna Dhaba,Kaju Paneer [500 Ml],₹300.00,
Apna Dhaba,Malai Kofta [250 Ml],₹175.00,
Apna Dhaba,Methi Matar Malai [500 Ml],₹150.00,
Apna Dhaba,Mathi Mater Malai,₹275.00,
Apna Dhaba,Methi Paneer [250 Ml],₹125.00,
Apna Dhaba,Methi Paneer [500 Ml],₹200.00,
Apna Dhaba,Matar Paneer [250 Ml],₹125.00,
Apna Dhaba,Matar Paneer [500 Ml],₹200.00,
Apna Dhaba,Navratan Korma [250 Ml],₹149.50,
Apna Dhaba,Navratan Korma [500 Ml],₹250.00,
Apna Dhaba,Palak Paneer [250 Ml],₹100.00,
Apna Dhaba,Palak Paneer [500 Ml],₹187.50,
Apna Dhaba,Paneer Burjji,₹300.00,
Apna Dhaba,Paneer Butter Masala [250 Ml],₹110.00,
Apna Dhaba,Paneer Butter Masala [500 Ml],₹190.00,
Apna Dhaba,Paneer Chatpata [250 Ml],₹125.00,
Apna Dhaba,Paneer Chatpata [500 Ml],₹200.00,
Apna Dhaba,Paneer Dhaniya Adraki [250 Ml],₹125.00,
Apna Dhaba,Paneer Dhaniya Adraki [500 Ml],₹210.00,
Apna Dhaba,Paneer Do Pyaza [250 Ml],₹125.00,
Apna Dhaba,Paneer Do Pyaza [500 Ml],₹200.00,
Apna Dhaba,Paneer Handi [250 Ml],₹110.00,
Apna Dhaba,Paneer Handi [500 Ml],₹190.00,
Apna Dhaba,Paneer Kheem Masala [250 Ml],₹150.00,
Apna Dhaba,Paneer Kheema Masala [500 Ml],₹250.00,
Apna Dhaba,Paneer Kheema [500ml],₹287.50,
Apna Dhaba,Paneer Kofta Spicy [250 Ml],₹149.50,
Apna Dhaba,Paneer Kofta Spicy [500 Ml],₹225.00,
Apna Dhaba,Paneer Korma [250 Ml],₹99.50,
Apna Dhaba,Paneer Korma [500 Ml],₹187.50,
Apna Dhaba,Paneer Lababdar [250 Ml],₹125.00,
Apna Dhaba,Paneer Lababdar [500 Ml],₹200.00,
Apna Dhaba,Paneer Makhana [250 Ml],₹137.50,
Apna Dhaba,Paneer Makhana [500 Ml],₹225.00,
Apna Dhaba,Paneer Roganjosh [250 Ml],₹99.50,[Veg Preparation]
Apna Dhaba,Paneer Roganjosh [500 Ml],₹187.50,[Veg Preparation]
Apna Dhaba,Paneer Tikka Masala [250 Ml],₹110.00,
Apna Dhaba,Paneer Tikka Masala [500 Ml],₹197.50,
Apna Dhaba,Paneer Tufani [250 Ml],₹150.00,
Apna Dhaba,Paneer Tufani [500 Ml],₹225.00,
Apna Dhaba,Shahi Paneer [250 Ml],₹125.00,
Apna Dhaba,Shahi Paneer [500 Ml],₹200.00,
Apna Dhaba,Veg Kofta Spicy [250 Ml],₹149.50,
Apna Dhaba,Veg Kofta Spicy [500 Ml],₹225.00,
Apna Dhaba,Baby Corn Rogan Josh [250 Ml],₹150.00,[Veg Preparation].
Apna Dhaba,Baby Corn Rogan Josh [500 Ml],₹250.00,[Veg Preparation]
Apna Dhaba,Baigan Ka Bartha,₹130.00,
Apna Dhaba,Baingan Ka Masala [250 Ml],₹125.00,
Apna Dhaba,Baingan Ka Masala [500 Ml],₹200.00,
Apna Dhaba,Bhindi Fry [250 Ml],₹175.00,
Apna Dhaba,Bhindi Fry [500 Ml],₹250.00,
Apna Dhaba,Gobhi Masala [250 Ml],₹115.00,
Apna Dhaba,Gobhi Masala [500 Ml],₹175.00,
Apna Dhaba,Green Peas Masala [250 Ml],₹125.00,
Apna Dhaba,Green Peas Masala [500 Ml],₹200.00,
Apna Dhaba,Kadai Veg [500 Ml],₹187.50,
Apna Dhaba,Khoya Matar [250 Ml],₹150.00,
Apna Dhaba,Khoya Matar [500 Ml],₹250.00,
Apna Dhaba,Masala Bhindi [500 Ml],₹175.00,
Apna Dhaba,Mix Veg Handi [250 Ml],₹125.00,
Apna Dhaba,Mix Veg Handi [500 Ml],₹190.00,
Apna Dhaba,Mix Veg [250 Ml],₹125.00,
Apna Dhaba,Mix Veg [500 Ml],₹175.00,
Apna Dhaba,Palak Corn [250 Ml],₹125.00,
Apna Dhaba,Palak Corn [500 Ml],₹187.50,
Apna Dhaba,Punjabi Mix Spl Veg [250 Ml],₹175.00,
Apna Dhaba,Punjabi Mix Spl Veg [500 Ml],₹300.00,
Apna Dhaba,Sarso Ka Saag [250 Ml],₹150.00,
Apna Dhaba,Sarso Ka Saag [500 Ml],₹200.00,
Apna Dhaba,Sweet Corn Masala [250 Ml],₹150.00,
Apna Dhaba,Sweet Corn Masala [500 Ml],₹250.00,
Apna Dhaba,Veg Hydrabadi [250 Ml],₹125.00,
Apna Dhaba,Veg Hydrabadi [500 Ml],₹200.00,
Apna Dhaba,Veg Kolhapuri [250 Ml],₹150.00,
Apna Dhaba,Veg Kolhapuri [500 Ml],₹200.00,
Apna Dhaba,Aloo Dum [500 Ml],₹125.00,
Apna Dhaba,Aloo Dum [250 Ml],₹87.50,
Apna Dhaba,Aloo Gobhi Adraki [250 Ml],₹87.50,
Apna Dhaba,Aloo Gobhi Adraki [500 Ml],₹145.00,
Apna Dhaba,Aloo Gobhi Matar [250 Ml],₹99.50,
Apna Dhaba,Aloo Gobhi Matter [500 Ml],₹150.00,
Apna Dhaba,Aloo Gobhi Rogan Spicy [250 Ml],₹125.00,[Veg Preparation]
Apna Dhaba,Aloo Gobhi Rogan Spicy [500 Ml],₹175.00,[Veg Preparation]
Apna Dhaba,Aloo Gobhi [250 Ml],₹87.50,
Apna Dhaba,Aloo Gobhi [500 Ml],₹150.00,
Apna Dhaba,Aloo Matar [250 Ml],₹99.50,
Apna Dhaba,Aloo Matar [500 Ml],₹140.00,
Apna Dhaba,Aloo Palak [250 Ml],₹99.50,
Apna Dhaba,Aloo Palak [500 Ml],₹145.00,
Apna Dhaba,Aloo Tamatar [250 Ml],₹87.50,
Apna Dhaba,Aloo Tamatar [500 Ml],₹147.50,
Apna Dhaba,Jeera Aloo [250 Ml],₹87.50,
Apna Dhaba,Jeera Aloo [500 Ml],₹147.50,
Apna Dhaba,Maithi Alu Mughlai Gravy [250 Ml],₹99.50,
Apna Dhaba,Maithi Alu Mughlai Gravy [500 Ml],₹155.00,
Apna Dhaba,Kadai Mushroom Masala [250 Ml],₹110.00,
Apna Dhaba,Kadai Mushroom Masala [500 Ml],₹187.50,
